*******************************************************************************
JPL/HORIZONS                McNaught (C/2006 P1)           2023-Mar-07 16:39:14
Rec #:90003598 (+COV) Soln.date: 2021-Apr-15_23:30:59    # obs: 331 (2006-2007)
 
IAU76/J2000 helio. ecliptic osc. elements (au, days, deg., period=Julian yrs):
 
  EPOCH=  2454065.5 ! 2006-Nov-26.0000000 (TDB)    RMSW= n.a.
   EC= 1.000018815882278   QR= .1707364648528884   TP= 2454113.2988436329
   OM= 267.4148026435385   W= 155.9749681149126    IN= 77.83700054890942
   A= -9074.061068728695   MA= -5.4502812965308E-5 ADIST= 9.999999E99
   PER= 9.999999E99        N= 1.14E-6              ANGMOM= .010052212
   DAN= 3.94245            DDN= .17847             L= 82.04948520000001
   B= 23.4529837           MOID= .40940601         TP= 2007-Jan-12.7988436329
 
Comet physical (GM= km^3/s^2; RAD= km):
   GM= n.a.                RAD= n.a.
   M1=  5.4      M2=  12.9     k1=  20.75  k2=  5.      PHCOF=  .030
 
COMET comments 
1: soln ref.= JPL#27, data arc: 2006-08-07 to 2007-07-11
2: k1=20.75, k2=5., phase coef.=0.03;
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Tue Mar  7 16:39:14 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: McNaught (C/2006 P1)            {source: JPL#27}
Center body name: Earth (399)                     {source: DE441}
Center-site name: (user defined site below)
*******************************************************************************
Start time      : A.D. 1599-Dec-10 23:59:00.0000 UT      
Stop  time      : A.D. 2500-Dec-31 23:58:00.0000 UT      
Step-size       : 1 calendar year
*******************************************************************************
Target pole/equ : undefined
Target radii    : undefined                                                    
Center geodetic : 286.0058, 40.7517, -2.02709E-12 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 286.0058, 4838.6361, 4141.57364 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Small-body perts: Yes                             {source: SB441-N16}
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : BOTH
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.230306.p230530                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-MAR-06. PREDICTS-> 2023-MAY-29
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2454065.5 ! 2006-Nov-26.0000000 (TDB)    RMSW= n.a.                  
   EC= 1.000018815882278   QR= .1707364648528884   TP= 2454113.2988436329      
   OM= 267.4148026435385   W= 155.9749681149126    IN= 77.83700054890942       
  Equivalent ICRF heliocentric cartesian coordinates (au, au/d):
   X= 3.108169182050542E-02  Y=-1.293847674003737E+00  Z=-1.220881115605168E-01
  VX= 1.178722771799021E-03 VY= 1.912334650954304E-02 VZ= 9.391595170035781E-03
Comet physical (GM= km^3/s^2; RAD= km):                                        
   GM= n.a.                RAD= n.a.                                           
   M1=  5.4      M2=  12.9     k1=  20.75  k2=  5.      PHCOF=  .030           
***********************************************************************************
 Date__(UT)__HR:MN, Date_________JDUT, , ,            delta,     deldot,  Tru_Anom,
***********************************************************************************
$$SOE
 1599-Dec-10 23:59, 2305426.499305556, , , 309.374472262135, -3.0040912,  182.8345,
 1600-Dec-10 23:59, 2305792.499305556, ,m, 308.870427927070, -3.3933517,  182.9053,
 1601-Dec-10 23:59, 2306157.499305556, ,m, 308.367970963987, -3.2548116,  182.9606,
 1602-Dec-10 23:59, 2306522.499305556, , , 307.864695362748, -3.1314776,  182.9805,
 1603-Dec-10 23:59, 2306887.499305556, ,m, 307.359948481336, -3.0279980,  182.9540,
 1604-Dec-10 23:59, 2307253.499305556, , , 306.851505945716, -3.3839159,  182.8522,
 1605-Dec-10 23:59, 2307618.499305556, , , 306.343426449918, -3.2744886,  182.6937,
 1606-Dec-10 23:59, 2307983.499305556, ,m, 305.833851975151, -3.1573567,  182.5387,
 1607-Dec-10 23:59, 2308348.499305556, , , 305.323563291653, -3.0139788,  182.4634,
 1608-Dec-10 23:59, 2308714.499305556, ,m, 304.811322736935, -3.3982612,  182.5024,
 1609-Dec-10 23:59, 2309079.499305556, ,m, 304.301636849705, -3.2608641,  182.6051,
 1610-Dec-10 23:59, 2309444.499305556, , , 303.792892792216, -3.1209126,  182.7048,
 1611-Dec-10 23:59, 2309809.499305556, ,m, 303.284717607075, -3.0118867,  182.7887,
 1612-Dec-10 23:59, 2310175.499305556, ,m, 302.774679437015, -3.3631626,  182.8516,
 1613-Dec-10 23:59, 2310540.499305556, , , 302.266369757099, -3.2431691,  182.8904,
 1614-Dec-10 23:59, 2310905.499305556, ,m, 301.757065952181, -3.1339561,  182.8994,
 1615-Dec-10 23:59, 2311270.499305556, , , 301.246471302156, -2.9929040,  182.8518,
 1616-Dec-10 23:59, 2311636.499305556, , , 300.732383163752, -3.3838222,  182.7502,
 1617-Dec-10 23:59, 2312001.499305556, ,m, 300.218670147004, -3.2608009,  182.6146,
 1618-Dec-10 23:59, 2312366.499305556, , , 299.703921356097, -3.1222690,  182.5069,
 1619-Dec-10 23:59, 2312731.499305556, ,m, 299.188678333751, -3.0156788,  182.5031,
 1620-Dec-10 23:59, 2313097.499305556, ,m, 298.671698059069, -3.3669938,  182.5955,
 1621-Dec-10 23:59, 2313462.499305556, , , 298.157701839771, -3.2343371,  182.7147,
 1622-Dec-10 23:59, 2313827.499305556, ,m, 297.644608278820, -3.1197613,  182.8224,
 1623-Dec-10 23:59, 2314192.499305556, , , 297.132201276761, -2.9717352,  182.9028,
 1624-Dec-10 23:59, 2314558.499305556, , , 296.618065867056, -3.3506394,  182.9672,
 1625-Dec-10 23:59, 2314923.499305556, ,m, 296.105381651724, -3.2319897,  183.0151,
 1626-Dec-10 23:59, 2315288.499305556, , , 295.591782806975, -3.0923544,  183.0269,
 1627-Dec-10 23:59, 2315653.499305556, ,m, 295.076739690725, -2.9902573,  182.9919,
 1628-Dec-10 23:59, 2316019.499305556, ,m, 294.557923145908, -3.3598305,  182.8890,
 1629-Dec-10 23:59, 2316384.499305556, , , 294.039553310242, -3.2298929,  182.7426,
 1630-Dec-10 23:59, 2316749.499305556, ,m, 293.519855981846, -3.1269284,  182.6202,
 1631-Dec-10 23:59, 2317114.499305556, ,m, 292.999528740666, -2.9839122,  182.5815,
 1632-Dec-10 23:59, 2317480.499305556, , , 292.477503203697, -3.3524267,  182.6383,
 1633-Dec-10 23:59, 2317845.499305556, ,m, 291.958023985380, -3.2341375,  182.7383,
 1634-Dec-10 23:59, 2318210.499305556, , , 291.439336309708, -3.0830357,  182.8307,
 1635-Dec-10 23:59, 2318575.499305556, , , 290.921086648447, -2.9706145,  182.9121,
 1636-Dec-10 23:59, 2318941.499305556, ,m, 290.400645748261, -3.3403605,  182.9750,
 1637-Dec-10 23:59, 2319306.499305556, , , 289.881636553981, -3.2031645,  183.0118,
 1638-Dec-10 23:59, 2319671.499305556, ,m, 289.361400816379, -3.1032069,  183.0112,
 1639-Dec-10 23:59, 2320036.499305556, ,m, 288.839524229350, -2.9711727,  182.9448,
 1640-Dec-10 23:59, 2320402.499305556, , , 288.314040033193, -3.3434880,  182.8180,
 1641-Dec-10 23:59, 2320767.499305556, ,m, 287.788803791913, -3.2387172,  182.6605,
 1642-Dec-10 23:59, 2321132.499305556, , , 287.262451587065, -3.0950975,  182.5427,
 1643-Dec-10 23:59, 2321497.499305556, , , 286.735746687572, -2.9771147,  182.5388,
 1644-Dec-10 23:59, 2321863.499305556, ,m, 286.207319691738, -3.3494568,  182.6278,
 1645-Dec-10 23:59, 2322228.499305556, , , 285.681821380356, -3.1997384,  182.7399,
 1646-Dec-10 23:59, 2322593.499305556, ,m, 285.157179479302, -3.0882961,  182.8411,
 1647-Dec-10 23:59, 2322958.499305556, ,m, 284.632967862584, -2.9547645,  182.9168,
 1648-Dec-10 23:59, 2323324.499305556, , , 284.106925880875, -3.3125483,  182.9742,
 1649-Dec-10 23:59, 2323689.499305556, ,m, 283.582228023797, -3.2100512,  183.0110,
 1650-Dec-10 23:59, 2324054.499305556, ,m, 283.056466358733, -3.0702808,  183.0072,
 1651-Dec-10 23:59, 2324419.499305556, , , 282.529330187146, -2.9527277,  182.9576,
 1652-Dec-10 23:59, 2324785.499305556, ,m, 281.998482013812, -3.3421074,  182.8514,
 1653-Dec-10 23:59, 2325150.499305556, , , 281.468192361714, -3.1982168,  182.7250,
 1654-Dec-10 23:59, 2325515.499305556, , , 280.936913416707, -3.0909413,  182.6494,
 1655-Dec-10 23:59, 2325880.499305556, ,m, 280.405222765041, -2.9635122,  182.6627,
 1656-Dec-10 23:59, 2326246.499305556, , , 279.872089352207, -3.3124594,  182.7477,
 1657-Dec-10 23:59, 2326611.499305556, ,m, 279.341643068323, -3.2038653,  182.8528,
 1658-Dec-10 23:59, 2326976.499305556, ,m, 278.811851727913, -3.0597707,  182.9423,
 1659-Dec-10 23:59, 2327341.499305556, , , 278.282418382515, -2.9297007,  183.0197,
 1660-Dec-10 23:59, 2327707.499305556, ,m, 277.750644874311, -3.3185166,  183.0801,
 1661-Dec-10 23:59, 2328072.499305556, , , 277.220020389063, -3.1756062,  183.1118,
 1662-Dec-10 23:59, 2328437.499305556, , , 276.688076961699, -3.0666797,  183.1035,
 1663-Dec-10 23:59, 2328802.499305556, ,m, 276.154273403746, -2.9550258,  183.0261,
 1664-Dec-10 23:59, 2329168.499305556, , , 275.616750451512, -3.3101760,  182.8913,
 1665-Dec-10 23:59, 2329533.499305556, ,m, 275.079528557631, -3.2090394,  182.7358,
 1666-Dec-10 23:59, 2329898.499305556, ,m, 274.541154139011, -3.0768334,  182.6305,
 1667-Dec-10 23:59, 2330263.499305556, , , 274.002546567177, -2.9382955,  182.6335,
 1668-Dec-10 23:59, 2330629.499305556, ,m, 273.462279521340, -3.3264280,  182.7139,
 1669-Dec-10 23:59, 2330994.499305556, , , 272.924722863834, -3.1763168,  182.8116,
 1670-Dec-10 23:59, 2331359.499305556, , , 272.387870434469, -3.0522018,  182.9009,
 1671-Dec-10 23:59, 2331724.499305556, ,m, 271.851110420464, -2.9395791,  182.9686,
 1672-Dec-10 23:59, 2332090.499305556, , , 271.312175832489, -3.2863372,  183.0159,
 1673-Dec-10 23:59, 2332455.499305556, , , 270.774359667681, -3.1828630,  183.0361,
 1674-Dec-10 23:59, 2332820.499305556, ,m, 270.235159269147, -3.0598829,  183.0071,
 1675-Dec-10 23:59, 2333185.499305556, , , 269.694433082687, -2.9248070,  182.9305,
 1676-Dec-10 23:59, 2333551.499305556, ,m, 269.150022413771, -3.3232957,  182.8076,
 1677-Dec-10 23:59, 2333916.499305556, ,m, 268.606171465671, -3.1844641,  182.6913,
 1678-Dec-10 23:59, 2334281.499305556, , , 268.061609734877, -3.0580945,  182.6534,
 1679-Dec-10 23:59, 2334646.499305556, ,m, 267.516907790248, -2.9465234,  182.7097,
 1680-Dec-10 23:59, 2335012.499305556, , , 266.970931003183, -3.2883977,  182.8176,
 1681-Dec-10 23:59, 2335377.499305556, , , 266.427838725663, -3.1705205,  182.9273,
 1682-Dec-10 23:59, 2335742.499305556, ,m, 265.885356041681, -3.0460191,  183.0128,
 1683-Dec-10 23:59, 2336107.499305556, , , 265.343153935315, -2.9002776,  183.0823,
 1684-Dec-10 23:59, 2336473.499305556, ,m, 264.798628795628, -3.2931442,  183.1340,
 1685-Dec-10 23:59, 2336838.499305556, ,m, 264.255060019950, -3.1613279,  183.1554,
 1686-Dec-10 23:59, 2337203.499305556, , , 263.710150449723, -3.0329150,  183.1377,
 1687-Dec-10 23:59, 2337568.499305556, ,m, 263.163378342698, -2.9351579,  183.0562,
 1688-Dec-10 23:59, 2337934.499305556, , , 262.612839931065, -3.2896933,  182.9299,
 1689-Dec-10 23:59, 2338299.499305556, , , 262.062785828518, -3.1754500,  182.8027,
 1690-Dec-10 23:59, 2338664.499305556, ,m, 261.511701654184, -3.0616248,  182.7376,
 1691-Dec-10 23:59, 2339029.499305556, , , 260.960491090785, -2.9116447,  182.7681,
 1692-Dec-10 23:59, 2339395.499305556, ,m, 260.407794371384, -3.2966992,  182.8547,
 1693-Dec-10 23:59, 2339760.499305556, ,m, 259.857635357447, -3.1620572,  182.9460,
 1694-Dec-10 23:59, 2340125.499305556, , , 259.308002054217, -3.0207913,  183.0290,
 1695-Dec-10 23:59, 2340490.499305556, ,m, 258.758238054525, -2.9170690,  183.0918,
 1696-Dec-10 23:59, 2340856.499305556, ,m, 258.205920432290, -3.2721052,  183.1339,
 1697-Dec-10 23:59, 2341221.499305556, , , 257.654486088158, -3.1523984,  183.1434,
 1698-Dec-10 23:59, 2341586.499305556, ,m, 257.101387522780, -3.0476675,  183.0975,
 1699-Dec-10 23:59, 2341951.499305556, , , 256.546464490000, -2.9083081,  182.9996,
 1700-Dec-10 23:59, 2342316.499305556, , , 255.989715022175, -2.7990745,  182.8592,
 1701-Dec-10 23:59, 2342681.499305556, ,m, 255.431439987964, -2.6836050,  182.7377,
 1702-Dec-10 23:59, 2343046.499305556, , , 254.872468671926, -2.5391856,  182.7065,
 1703-Dec-10 23:59, 2343411.499305556, , , 254.313512252690, -2.4276544,  182.7689,
 1704-Dec-10 23:59, 2343777.499305556, ,m, 253.753484184770, -2.7870385,  182.8741,
 1705-Dec-10 23:59, 2344142.499305556, , , 253.196011073656, -2.6462741,  182.9778,
 1706-Dec-10 23:59, 2344507.499305556, ,m, 252.639036692684, -2.5376107,  183.0564,
 1707-Dec-10 23:59, 2344872.499305556, ,m, 252.082081593146, -2.3963672,  183.1182,
 1708-Dec-10 23:59, 2345238.499305556, , , 251.523059147307, -2.7704371,  183.1588,
 1709-Dec-10 23:59, 2345603.499305556, ,m, 250.964579920155, -2.6617546,  183.1671,
 1710-Dec-10 23:59, 2345968.499305556, , , 250.404661950625, -2.5215840,  183.1365,
 1711-Dec-10 23:59, 2346333.499305556, , , 249.843008190403, -2.4156904,  183.0521,
 1712-Dec-10 23:59, 2346699.499305556, ,m, 249.277919375309, -2.7906951,  182.9402,
 1713-Dec-10 23:59, 2347064.499305556, , , 248.713244254907, -2.6532849,  182.8531,
 1714-Dec-10 23:59, 2347429.499305556, ,m, 248.147873268195, -2.5462003,  182.8383,
 1715-Dec-10 23:59, 2347794.499305556, ,m, 247.582502642888, -2.4073589,  182.9022,
 1716-Dec-10 23:59, 2348160.499305556, , , 247.016130382930, -2.7687221,  182.9994,
 1717-Dec-10 23:59, 2348525.499305556, ,m, 246.451972198438, -2.6549823,  183.0886,
 1718-Dec-10 23:59, 2348890.499305556, , , 245.888110007980, -2.5104370,  183.1681,
 1719-Dec-10 23:59, 2349255.499305556, , , 245.324021604516, -2.3920220,  183.2279,
 1720-Dec-10 23:59, 2349621.499305556, ,m, 244.757389956851, -2.7733990,  183.2668,
 1721-Dec-10 23:59, 2349986.499305556, , , 244.191104724256, -2.6356762,  183.2701,
 1722-Dec-10 23:59, 2350351.499305556, , , 243.623043580146, -2.5329157,  183.2164,
 1723-Dec-10 23:59, 2350716.499305556, ,m, 243.052892240113, -2.4121002,  183.1101,
 1724-Dec-10 23:59, 2351082.499305556, , , 242.479276227458, -2.7755363,  182.9688,
 1725-Dec-10 23:59, 2351447.499305556, ,m, 241.905838854921, -2.6719734,  182.8548,
 1726-Dec-10 23:59, 2351812.499305556, ,m, 241.331662914084, -2.5309463,  182.8304,
 1727-Dec-10 23:59, 2352177.499305556, , , 240.757565403261, -2.4023331,  182.8867,
 1728-Dec-10 23:59, 2352543.499305556, ,m, 240.182276563380, -2.7819401,  182.9777,
 1729-Dec-10 23:59, 2352908.499305556, , , 239.609241667953, -2.6332143,  183.0686,
 1730-Dec-10 23:59, 2353273.499305556, , , 239.036464393065, -2.5189748,  183.1386,
 1731-Dec-10 23:59, 2353638.499305556, ,m, 238.463297031821, -2.3972861,  183.1924,
 1732-Dec-10 23:59, 2354004.499305556, , , 237.887729252109, -2.7545232,  183.2198,
 1733-Dec-10 23:59, 2354369.499305556, ,m, 237.312479457852, -2.6529065,  183.2085,
 1734-Dec-10 23:59, 2354734.499305556, ,m, 236.735495277076, -2.5236737,  183.1544,
 1735-Dec-10 23:59, 2355099.499305556, , , 236.156706054518, -2.3988664,  183.0528,
 1736-Dec-10 23:59, 2355465.499305556, ,m, 235.574544479725, -2.7903933,  182.9419,
 1737-Dec-10 23:59, 2355830.499305556, , , 234.992870218416, -2.6491089,  182.8816,
 1738-Dec-10 23:59, 2356195.499305556, , , 234.410818142276, -2.5275475,  182.9033,
 1739-Dec-10 23:59, 2356560.499305556, ,m, 233.828947884473, -2.4082571,  182.9917,
 1740-Dec-10 23:59, 2356926.499305556, , , 233.246161222191, -2.7542714,  183.0973,
 1741-Dec-10 23:59, 2357291.499305556, , , 232.665678425350, -2.6415252,  183.1860,
 1742-Dec-10 23:59, 2357656.499305556, ,m, 232.085326135873, -2.5124591,  183.2611,
 1743-Dec-10 23:59, 2358021.499305556, , , 231.504645816410, -2.3751140,  183.3158,
 1744-Dec-10 23:59, 2358387.499305556, ,m, 230.921346426332, -2.7690935,  183.3474,
 1745-Dec-10 23:59, 2358752.499305556, ,m, 230.338176934911, -2.6337977,  183.3437,
 1746-Dec-10 23:59, 2359117.499305556, , , 229.753208726112, -2.5146198,  183.2850,
 1747-Dec-10 23:59, 2359482.499305556, ,m, 229.166097595303, -2.4117458,  183.1819,
 1748-Dec-10 23:59, 2359848.499305556, , , 228.575506357994, -2.7663076,  183.0592,
 1749-Dec-10 23:59, 2360213.499305556, , , 227.985285731678, -2.6564620,  182.9753,
 1750-Dec-10 23:59, 2360578.499305556, ,m, 227.394386910909, -2.5333720,  182.9771,
 1751-Dec-10 23:59, 2360943.499305556, , , 226.803619269294, -2.3880234,  183.0420,
 1752-Dec-10 23:59, 2361309.499305556, ,m, 226.211658958322, -2.7737318,  183.1292,
 1753-Dec-10 23:59, 2361674.499305556, ,m, 225.621648625001, -2.6353651,  183.2133,
 1754-Dec-10 23:59, 2362039.499305556, , , 225.031645353564, -2.5029737,  183.2786,
 1755-Dec-10 23:59, 2362404.499305556, ,m, 224.440927443276, -2.3984447,  183.3271,
 1756-Dec-10 23:59, 2362770.499305556, , , 223.847389179720, -2.7548980,  183.3457,
 1757-Dec-10 23:59, 2363135.499305556, , , 223.253928563975, -2.6422025,  183.3193,
 1758-Dec-10 23:59, 2363500.499305556, ,m, 222.658408417454, -2.5345096,  183.2465,
 1759-Dec-10 23:59, 2363865.499305556, , , 222.060834073929, -2.3957404,  183.1266,
 1760-Dec-10 23:59, 2364231.499305556, ,m, 221.459864156806, -2.7872616,  183.0073,
 1761-Dec-10 23:59, 2364596.499305556, ,m, 220.859283866165, -2.6597470,  182.9512,
 1762-Dec-10 23:59, 2364961.499305556, , , 220.258389109238, -2.5182905,  182.9805,
 1763-Dec-10 23:59, 2365326.499305556, ,m, 219.657723348134, -2.4103926,  183.0699,
 1764-Dec-10 23:59, 2365692.499305556, ,m, 219.055975385688, -2.7601403,  183.1710,
 1765-Dec-10 23:59, 2366057.499305556, , , 218.456454239840, -2.6326100,  183.2541,
 1766-Dec-10 23:59, 2366422.499305556, ,m, 217.856873466112, -2.5225520,  183.3220,
 1767-Dec-10 23:59, 2366787.499305556, , , 217.256733517104, -2.3784823,  183.3681,
 1768-Dec-10 23:59, 2367153.499305556, , , 216.653937086230, -2.7664991,  183.3880,
 1769-Dec-10 23:59, 2367518.499305556, ,m, 216.051121032995, -2.6490363,  183.3738,
 1770-Dec-10 23:59, 2367883.499305556, , , 215.446469144675, -2.5126955,  183.3100,
 1771-Dec-10 23:59, 2368248.499305556, ,m, 214.839790503039, -2.4134690,  183.2160,
 1772-Dec-10 23:59, 2368614.499305556, ,m, 214.229676410417, -2.7774654,  183.1238,
 1773-Dec-10 23:59, 2368979.499305556, , , 213.620205436972, -2.6473304,  183.0846,
 1774-Dec-10 23:59, 2369344.499305556, ,m, 213.010284561669, -2.5395150,  183.1228,
 1775-Dec-10 23:59, 2369709.499305556, , , 212.400525938680, -2.3927442,  183.2043,
 1776-Dec-10 23:59, 2370075.499305556, , , 211.789640595331, -2.7656984,  183.2927,
 1777-Dec-10 23:59, 2370440.499305556, ,m, 211.180502036557, -2.6484549,  183.3736,
 1778-Dec-10 23:59, 2370805.499305556, , , 210.571105935343, -2.5020012,  183.4357,
 1779-Dec-10 23:59, 2371170.499305556, , , 209.960809882255, -2.3972928,  183.4803,
 1780-Dec-10 23:59, 2371536.499305556, ,m, 209.347336286964, -2.7699807,  183.4938,
 1781-Dec-10 23:59, 2371901.499305556, , , 208.733720337771, -2.6383501,  183.4603,
 1782-Dec-10 23:59, 2372266.499305556, ,m, 208.117859379549, -2.5440611,  183.3808,
 1783-Dec-10 23:59, 2372631.499305556, ,m, 207.499706057362, -2.4100439,  183.2591,
 1784-Dec-10 23:59, 2372997.499305556, , , 206.878155244745, -2.7850906,  183.1469,
 1785-Dec-10 23:59, 2373362.499305556, ,m, 206.256974793656, -2.6762988,  183.1000,
 1786-Dec-10 23:59, 2373727.499305556, , , 205.635405324852, -2.5260658,  183.1301,
 1787-Dec-10 23:59, 2374092.499305556, , , 205.014020616653, -2.4114572,  183.2093,
 1788-Dec-10 23:59, 2374458.499305556, ,m, 204.391237537032, -2.7812530,  183.2978,
 1789-Dec-10 23:59, 2374823.499305556, , , 203.770328970679, -2.6374406,  183.3710,
 1790-Dec-10 23:59, 2375188.499305556, ,m, 203.149033369911, -2.5348313,  183.4305,
 1791-Dec-10 23:59, 2375553.499305556, ,m, 202.526706003655, -2.4026613,  183.4650,
 1792-Dec-10 23:59, 2375919.499305556, , , 201.901422639210, -2.7714839,  183.4690,
 1793-Dec-10 23:59, 2376284.499305556, ,m, 201.275874932173, -2.6717572,  183.4357,
 1794-Dec-10 23:59, 2376649.499305556, , , 200.648231797682, -2.5328457,  183.3569,
 1795-Dec-10 23:59, 2377014.499305556, , , 200.018593396632, -2.4204158,  183.2612,
 1796-Dec-10 23:59, 2377380.499305556, ,m, 199.385550665847, -2.8050180,  183.1887,
 1797-Dec-10 23:59, 2377745.499305556, , , 198.753304288492, -2.6585956,  183.1819,
 1798-Dec-10 23:59, 2378110.499305556, ,m, 198.120876149089, -2.5504912,  183.2458,
 1799-Dec-10 23:59, 2378475.499305556, ,m, 197.488614466483, -2.4183352,  183.3396,
 1800-Dec-10 23:59, 2378840.499305556, , , 196.856821343128, -2.2746664,  183.4295,
 1801-Dec-10 23:59, 2379205.499305556, ,m, 196.225046384171, -2.1716237,  183.5091,
 1802-Dec-10 23:59, 2379570.499305556, ,m, 195.592723001967, -2.0324410,  183.5682,
 1803-Dec-10 23:59, 2379935.499305556, , , 194.959380779330, -1.9078713,  183.6090,
 1804-Dec-10 23:59, 2380301.499305556, ,m, 194.322930375899, -2.3032788,  183.6176,
 1805-Dec-10 23:59, 2380666.499305556, , , 193.685801573427, -2.1626044,  183.5809,
 1806-Dec-10 23:59, 2381031.499305556, , , 193.046391544570, -2.0583369,  183.5025,
 1807-Dec-10 23:59, 2381396.499305556, ,m, 192.404540628084, -1.9465962,  183.3935,
 1808-Dec-10 23:59, 2381762.499305556, , , 191.759551037875, -2.3007662,  183.3037,
 1809-Dec-10 23:59, 2382127.499305556, ,m, 191.114790188551, -2.1976968,  183.2795,
 1810-Dec-10 23:59, 2382492.499305556, ,m, 190.469530744986, -2.0615503,  183.3199,
 1811-Dec-10 23:59, 2382857.499305556, , , 189.824391557533, -1.9240725,  183.3969,
 1812-Dec-10 23:59, 2383223.499305556, ,m, 189.177913696043, -2.3136398,  183.4795,
 1813-Dec-10 23:59, 2383588.499305556, , , 188.532573219021, -2.1688850,  183.5477,
 1814-Dec-10 23:59, 2383953.499305556, , , 187.886528369444, -2.0520003,  183.6027,
 1815-Dec-10 23:59, 2384318.499305556, ,m, 187.238974651510, -1.9455971,  183.6296,
 1816-Dec-10 23:59, 2384684.499305556, , , 186.588253180834, -2.2999044,  183.6220,
 1817-Dec-10 23:59, 2385049.499305556, , , 185.936718201763, -2.2008859,  183.5723,
 1818-Dec-10 23:59, 2385414.499305556, ,m, 185.282664242443, -2.0815067,  183.4770,
 1819-Dec-10 23:59, 2385779.499305556, , , 184.626401226624, -1.9472121,  183.3702,
 1820-Dec-10 23:59, 2386145.499305556, ,m, 183.966949993427, -2.3443917,  183.2977,
 1821-Dec-10 23:59, 2386510.499305556, ,m, 183.307858476865, -2.2029018,  183.2961,
 1822-Dec-10 23:59, 2386875.499305556, , , 182.648612290910, -2.0750645,  183.3620,
 1823-Dec-10 23:59, 2387240.499305556, ,m, 181.989397986469, -1.9643444,  183.4529,
 1824-Dec-10 23:59, 2387606.499305556, , , 181.329023799437, -2.3095960,  183.5384,
 1825-Dec-10 23:59, 2387971.499305556, , , 180.669918334287, -2.1981080,  183.6125,
 1826-Dec-10 23:59, 2388336.499305556, ,m, 180.009951837908, -2.0788500,  183.6649,
 1827-Dec-10 23:59, 2388701.499305556, , , 179.348711610984, -1.9407176,  183.6971,
 1828-Dec-10 23:59, 2389067.499305556, ,m, 178.684242331668, -2.3383713,  183.6972,
 1829-Dec-10 23:59, 2389432.499305556, ,m, 178.018884500593, -2.2112936,  183.6557,
 1830-Dec-10 23:59, 2389797.499305556, , , 177.351214990299, -2.0869968,  183.5817,
 1831-Dec-10 23:59, 2390162.499305556, ,m, 176.681143692886, -1.9877815,  183.4941,
 1832-Dec-10 23:59, 2390528.499305556, , , 176.007908576212, -2.3429710,  183.4390,
 1833-Dec-10 23:59, 2390893.499305556, , , 175.335131201907, -2.2245775,  183.4498,
 1834-Dec-10 23:59, 2391258.499305556, ,m, 174.661863863107, -2.1090340,  183.5099,
 1835-Dec-10 23:59, 2391623.499305556, , , 173.988577091797, -1.9616990,  183.5919,
 1836-Dec-10 23:59, 2391989.499305556, , , 173.313787320534, -2.3486029,  183.6727,
 1837-Dec-10 23:59, 2392354.499305556, ,m, 172.639752779491, -2.2214226,  183.7379,
 1838-Dec-10 23:59, 2392719.499305556, , , 171.964660032377, -2.0867698,  183.7887,
 1839-Dec-10 23:59, 2393084.499305556, ,m, 171.287727427998, -1.9890219,  183.8108,
 1840-Dec-10 23:59, 2393450.499305556, ,m, 170.607135068227, -2.3519287,  183.7967,
 1841-Dec-10 23:59, 2393815.499305556, , , 169.925471113737, -2.2367588,  183.7411,
 1842-Dec-10 23:59, 2394180.499305556, ,m, 169.240986963756, -2.1358593,  183.6438,
 1843-Dec-10 23:59, 2394545.499305556, , , 168.554006387768, -1.9978908,  183.5424,
 1844-Dec-10 23:59, 2394911.499305556, , , 167.863762600376, -2.3851869,  183.4810,
 1845-Dec-10 23:59, 2395276.499305556, ,m, 167.173733566880, -2.2628806,  183.4854,
 1846-Dec-10 23:59, 2395641.499305556, , , 166.483329153807, -2.1206375,  183.5472,
 1847-Dec-10 23:59, 2396006.499305556, ,m, 165.792707896831, -2.0124841,  183.6274,
 1848-Dec-10 23:59, 2396372.499305556, ,m, 165.100365854438, -2.3740433,  183.7025,
 1849-Dec-10 23:59, 2396737.499305556, , , 164.408868896386, -2.2447163,  183.7661,
 1850-Dec-10 23:59, 2397102.499305556, ,m, 163.716039232633, -2.1418239,  183.8071,
